"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.200.96.0","","Singapore","","Singapore","Starry Network Limited","134835","1.3036","103.8554"
"103.200.112.0","","Hong Kong","Sai Kung District","Tseung Kwan O","Jinx Co. Limited","140096","22.2908","114.1501"
"103.200.124.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.201.24.0","","Hong Kong","","","HK Kwaifong Group Limited","133115","22.2578","114.1657"
"103.201.68.0","","United States","Colorado","Boulder","HENGTONG-IDC-LLC","26658","40.0142","-105.2853"
"103.201.72.0","","Hong Kong","","","","","22.2578","114.1657"
"103.202.48.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.203.48.0","","Hong Kong","","","XLC GLOBAL","9744","22.2578","114.1657"
"103.203.148.0","","Hong Kong","","","","","22.2578","114.1657"
"103.203.220.0","","Singapore","","Singapore","Cato Networks Ltd","13150","1.3036","103.8554"
"103.203.223.0","","Hong Kong","","Hong Kong","Cato Networks Ltd","13150","22.25","114.1667"
"103.204.76.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.204.96.0","","India","Telangana","Hyderabad","Building No.14, MindSpace IT Park, Hi-Tec City","134969","17.4254","78.5075"
"103.204.108.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.204.172.0","","Japan","Ōsaka","Osaka","Starry Network Limited","134835","34.6946","135.5021"
"103.204.180.0","","Hong Kong","","","Brother Internet Technology Co.,Ltd","134428","22.2578","114.1657"
"103.204.252.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.205.0.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.205.20.0","","Hong Kong","","","TISP LIMITED","63888","22.2578","114.1657"
"103.205.58.0","","Hong Kong","","","Better Cloud Limited","133744","22.2578","114.1657"
"103.205.156.0","","Philippines","","","FLATRM 101A 1F","64078","14.5955","120.9721"
"103.205.164.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.205.240.0","","Hong Kong","","","SAITEIDC Limited","133178","22.2578","114.1657"
"103.206.20.0","","Hong Kong","","","ZEN-ECN","21859","22.2578","114.1657"
"103.206.92.0","","Hong Kong","","","Unit C&D, 10F Neich Tower, 128 Gloucester Rd, Wanchai","64033","22.2578","114.1657"
"103.206.120.0","","Hong Kong","","","","","22.2578","114.1657"
"103.206.124.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.206.156.0","","Hong Kong","","","NetConn Services Ltd","134684","22.2578","114.1657"
"103.206.188.0","","Hong Kong","","","CLOUD VALLEY TECHNOLOGY LIMITED","136993","22.2578","114.1657"
"103.207.24.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.207.68.0","","Hong Kong","","","HostUS","7489","22.2578","114.1657"
"103.207.93.0","","Hong Kong","","","","","22.2578","114.1657"
"103.207.116.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.207.156.0","","Hong Kong","","","GTT Communications Netherlands B.V.","5580","22.2578","114.1657"
"103.207.159.0","","Hong Kong","","","","","22.2578","114.1657"
"103.207.164.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.208.0.0","","Hong Kong","","","Mega Target Communication Limited","133953","22.2578","114.1657"
"103.208.8.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.208.32.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","136800","22.2578","114.1657"
"103.208.176.0","","Singapore","","Singapore","Viewqwest Pte Ltd","18106","1.2997","103.8393"
"103.208.192.0","","Hong Kong","","","RP Global","135081","22.2578","114.1657"
"103.209.28.0","","Hong Kong","","","","","22.2578","114.1657"
"103.209.232.0","","Hong Kong","","","PC Cloud","141750","22.2578","114.1657"
"103.210.220.0","","Hong Kong","","","Qun Ying Network Technology Hong Kong Co., Limited","135140","22.2578","114.1657"
"103.210.232.0","","Hong Kong","","","Unit A-E, 13F, Golden Sun Centre","58411","22.2578","114.1657"
"103.210.236.0","","Hong Kong","","","YISU CLOUD LTD","142403","22.2578","114.1657"
"103.210.240.0","","Hong Kong","","","Unit A-E, 13F, Golden Sun Centre","58411","22.2578","114.1657"
"103.210.244.0","","Hong Kong","","","SOFTLAYER","36351","22.2578","114.1657"
"103.211.0.0","103.211.0.0.ptr.rootnetworks.com","Hong Kong","","","LoadEdge Limited","32708","22.2578","114.1657"
"103.211.32.0","","Hong Kong","","","Layerstack Limited","133380","22.2578","114.1657"
"103.211.68.0","","Hong Kong","","","SAITEIDC Limited","133178","22.2578","114.1657"
"103.211.92.0","","Hong Kong","","","Softnet Limited","135158","22.2578","114.1657"
"103.211.124.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.211.173.0","","Hong Kong","","","Savills Management Services Limited","135166","22.2578","114.1657"
"103.211.198.0","","Hong Kong","","","Qun Ying Network Technology Hong Kong Co., Limited","135140","22.2578","114.1657"
"103.211.228.0","","Hong Kong","","","","","22.2578","114.1657"
"103.211.236.0","","Hong Kong","","","Qun Ying Network Technology Hong Kong Co., Limited","135140","22.2578","114.1657"
"103.211.244.0","","Hong Kong","","","NTC ASIA LIMITED","135273","22.2578","114.1657"
"103.212.56.0","","South Korea","Seoul","Seoul","BIH-Global Internet Harbor","64096","37.5794","126.9754"
"103.212.72.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.212.96.0","","Hong Kong","","","Netsec Limited","45753","22.2578","114.1657"
"103.213.244.0","103.213.244.0.tky.asia.klayer.com","Hong Kong","","","KLAYER LLC","49466","22.2578","114.1657"
"103.214.16.0","b1kzer_jehm","Hong Kong","","","Sky Digital Co., Ltd.","134823","22.2578","114.1657"
"103.214.32.0","","Hong Kong","","","DXTL Tseung Kwan O Service","134548","22.2578","114.1657"
"103.214.41.0","","Hong Kong","","","HGC Global Communications Limited","9304","22.2578","114.1657"
"103.214.56.0","","Hong Kong","","","Wopop International Limited","135319","22.2578","114.1657"
"103.214.140.0","","Hong Kong","","","HK AISI CLOUD COMPUTING LIMITED","132813","22.2578","114.1657"
"103.214.144.0","","Hong Kong","","","ADCDATA.COM","135330","22.2578","114.1657"
"103.214.164.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.214.172.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.214.192.0","","Hong Kong","","","Cross Geminis Limited","135343","22.2578","114.1657"
"103.215.0.0","","Hong Kong","","","HUAWEI CLOUDS","136907","22.2578","114.1657"
"103.215.8.0","","Hong Kong","","","","","22.2578","114.1657"
"103.215.40.0","","Hong Kong","","","Flat C, 16F, Skyline Tower","55649","22.2578","114.1657"
"103.215.76.0","","Hong Kong","","","Vocom International Telecommunications AP Area","45250","22.2578","114.1657"
"103.215.80.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.215.124.0","","Hong Kong","","","ENTERPRISE & BUSINESS DATE CENTRE HK LIMITED","135369","22.2578","114.1657"
"103.215.188.0","","Hong Kong","","","EFLY NETWORK LIMITED","135373","22.2578","114.1657"
"103.215.212.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.216.100.0","","Hong Kong","","","AOFEI DATA INTERNATIONAL COMPANY LIMITED","135391","22.2578","114.1657"
"103.216.216.0","","Hong Kong","","","LinkChina Telecom Global Limited.","135386","22.2578","114.1657"
"103.217.160.0","","Malaysia","Selangor","Kuala Selangor","IPTP LTD","41095","3.3516","101.2471"
"103.218.0.0","","Hong Kong","","","HK Kwaifong Group Limited","133115","22.2578","114.1657"
"103.218.4.0","","Hong Kong","","","Child Wisdom Limited","137386","22.2578","114.1657"
"103.218.240.0","","Hong Kong","Central and Western District","Central","UCLOUD INFORMATION TECHNOLOGY HK LIMITED","135377","22.2908","114.1501"
"103.219.56.0","","Hong Kong","","","auth-servers, LLC","35829","22.2578","114.1657"
"103.219.80.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.219.104.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.219.172.0","","Hong Kong","","","LMAX Limited","41477","22.2578","114.1657"
"103.219.192.0","","Hong Kong","","","SunnyVision Limited","38478","22.2578","114.1657"
"103.220.8.0","","Hong Kong","","","43F, AIA Tower, 183 Electric Road, North Point, Hong Kong","63981","22.2578","114.1657"
"103.220.72.0","","Hong Kong","","","CN CARE NETWORK LTD","135356","22.2578","114.1657"
"103.220.76.0","","Hong Kong","","","CN CARE NETWORK LTD","135356","22.2578","114.1657"
"103.224.20.0","","Hong Kong","","","BSL","133204","22.2578","114.1657"
"103.224.56.0","","Hong Kong","","","","","22.2578","114.1657"
"103.224.72.0","","N/A","N/A","N/A","","","0","0"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.224.248.0","","Hong Kong","","","","","22.2578","114.1657"
"103.225.8.0","","Hong Kong","","","Layerstack Limited","133380","22.2578","114.1657"
"103.225.20.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.225.108.0","","Hong Kong","","","Fiveways International Limited","9266","22.2578","114.1657"
"103.225.196.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.225.212.0","","Hong Kong","","","Interaptus Limited","133372","22.2578","114.1657"
"103.225.248.0","","India","Karnataka","Bengaluru","ATKINS-NORTH-AMERICA","26178","12.9634","77.5855"
"103.226.92.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.226.124.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.226.152.0","","Hong Kong","","","Shenzhen Katherine Heng Technology Information Co., Ltd.","135357","22.2578","114.1657"
"103.227.84.0","","Seychelles","","","LeaseWeb Netherlands B.V.","60781","-4.5833","55.6667"
"103.227.104.0","","N/A","N/A","N/A","KVH Co.,Ltd","10021","0","0"
"103.227.128.0","","Hong Kong","","","Winspeed Group International Limited","59214","22.2578","114.1657"
"103.227.192.0","","Hong Kong","","","HKBN Enterprise Solutions HK Limited","9381","22.2578","114.1657"
"103.228.28.0","","Hong Kong","","","CommuniLink Internet Limited.","38277","22.2578","114.1657"
"103.228.64.0","","Hong Kong","","","Hong Kong Telecom Global Data Centre","132422","22.2578","114.1657"
"103.228.68.0","","Hong Kong","","","","","22.2578","114.1657"
"103.228.82.0","","Hong Kong","","","","","22.2578","114.1657"
"103.228.92.0","","Hong Kong","","","AZT","53587","22.2578","114.1657"
"103.228.108.0","","Hong Kong","","","Forewin Telecom Group Limited, ISP at","38186","22.2578","114.1657"
"103.228.168.0","","Hong Kong","","","HK NEW CLOUD TECHNOLOGY LIMITED","139640","22.2578","114.1657"
"103.228.180.0","","Hong Kong","Sha Tin","Shatin","HKBN Enterprise Solutions HK Limited","9381","22.3829","114.1779"
"103.229.64.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.229.68.0","","Hong Kong","","","ACT International Telecom Limited","135572","22.2578","114.1657"
"103.229.116.0","invalid.static.ip.tigerdns.com","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.229.140.0","","Hong Kong","","","","","22.2578","114.1657"
"103.229.144.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.229.180.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","136800","22.2578","114.1657"
"103.229.224.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.230.12.0","","Hong Kong","","","","","22.2578","114.1657"
"103.230.32.0","","Hong Kong","","","Reasonable Software House Limited","133054","22.2578","114.1657"
"103.230.34.0","","Hong Kong","","","Reasonable Software House Limited","133054","22.2578","114.1657"
"103.230.120.0","","Hong Kong","","","","","22.2578","114.1657"
"103.230.136.0","","Hong Kong","","","CNSERVERS","40065","22.2578","114.1657"
"103.230.144.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.230.160.0","","Hong Kong","","","","","22.2578","114.1657"
"103.230.192.0","","Hong Kong","","","","","22.2578","114.1657"
"103.230.216.0","","Hong Kong","","","HK Kwaifong Group Limited","133115","22.2578","114.1657"
"103.230.228.0","","Hong Kong","Kowloon City","Tsimshatsui","Starchain Telecom Co., LTD.","141761","22.3","114.1667"
"103.230.240.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
"103.230.248.0","","Hong Kong","","","GTT Communications Netherlands B.V.","5580","22.2578","114.1657"
"103.231.12.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.231.28.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
"103.231.56.0","","Hong Kong","","","","","22.2578","114.1657"
"103.231.84.0","","Hong Kong","","","Rainbow network limited","134176","22.2578","114.1657"
"103.231.140.0","","Hong Kong","","","KDD HONG KONG LIMITED","7479","22.2578","114.1657"
"103.231.152.0","","Hong Kong","","","","","22.2578","114.1657"
"103.231.164.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
"103.231.172.0","","Hong Kong","","","Netsec Limited","45753","22.2578","114.1657"
"103.231.252.0","","Hong Kong","","","Layerstack Limited","133380","22.2578","114.1657"
"103.232.0.0","","Hong Kong","","","","","22.2578","114.1657"
"103.232.16.0","","Japan","Tokyo","Tokyo","GTT Communications Inc.","3257","35.6969","139.7774"
"103.232.34.0","","Hong Kong","","","GTT Communications Netherlands B.V.","5580","22.2578","114.1657"
"103.232.36.0","","Hong Kong","","","service limited","133488","22.2578","114.1657"
"103.232.68.0","","Hong Kong","","","","","22.2578","114.1657"
"103.232.84.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.232.88.0","","Hong Kong","Kowloon City","Kowloon","HKBN Enterprise Solutions HK Limited","9381","22.3163","114.1842"
"103.232.136.0","","Taiwan","","","Gigabit Hosting Sdn Bhd","55720","24","121"
"103.232.148.0","","India","Punjab","Amritsar","CAMBO HK TECHNOLOGY I.S.P CO., LIMITED","138607","31.6243","74.8769"
"103.232.220.0","","Hong Kong","","","Dimension Network & Communication Limited","59371","22.2578","114.1657"
"103.233.8.0","","Hong Kong","","","ABCDE GROUP COMPANY LIMITED","133201","22.2578","114.1657"
"103.233.96.0","","Hong Kong","","","Dimension Network & Communication Limited","59371","22.2578","114.1657"
"103.233.164.0","103-233-164-000.static.imsbiz.com","Hong Kong","","","HKT Limited","9263","22.2578","114.1657"
"103.233.184.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","136800","22.2578","114.1657"
"103.233.232.0","103-233-232-000.static.netvigator.com","Hong Kong","","","HKT Limited","4760","22.2578","114.1657"
"103.233.248.0","","Hong Kong","","","POWER LINE DATACENTER","132839","22.2578","114.1657"
"103.233.252.0","","Hong Kong","","","High Family Technology Co., Limited","142032","22.2578","114.1657"
"103.234.8.0","","Hong Kong","","","TELEGLOBAL COMMUNICATION SERVICES LIMITED","133073","22.2578","114.1657"
"103.234.52.0","","Hong Kong","","","Brother Internet Technology Co.,Ltd","134428","22.2578","114.1657"
"103.234.72.0","","Hong Kong","","","Gigabitbank Global","136933","22.2578","114.1657"
"103.234.96.0","","Hong Kong","","","Shenzhen Katherine Heng Technology Information Co., Ltd.","135357","22.2578","114.1657"
"103.234.140.0","","Hong Kong","","","HKBN Enterprise Solutions HK Limited","9381","22.2578","114.1657"
"103.234.220.0","103-234-220-0.hkdata.center","Hong Kong","","","HKBN Enterprise Solutions HK Limited","9381","22.2578","114.1657"
"103.235.4.0","","Hong Kong","","","","","22.2578","114.1657"
"103.235.44.0","","Hong Kong","","","Beijing Baidu Netcom Science and Technology Co., Ltd.","55967","22.2578","114.1657"
"103.235.100.0","","Hong Kong","","","","","22.2578","114.1657"
"103.235.168.0","","Hong Kong","","","TISP LIMITED","63888","22.2578","114.1657"
"103.235.172.0","","Hong Kong","","","HK Global Cloud DataCenter","2042","22.2578","114.1657"
"103.235.216.0","","Hong Kong","","","","","22.2578","114.1657"
"103.236.100.0","","Hong Kong","","","TISP LIMITED","63888","22.2578","114.1657"
"103.236.136.0","","Hong Kong","","","SunnyVision Limited","4646","22.2578","114.1657"
"103.236.216.0","","Hong Kong","","","HENGTONG-IDC-LLC","26658","22.2578","114.1657"
"103.237.72.0","","Hong Kong","","","Forewin Telecom Group Limited, ISP at","38186","22.2578","114.1657"
"103.237.128.0","","Hong Kong","","","WEBDISCOUNT GmbH & Co. KG","24637","22.2578","114.1657"
"103.238.128.0","","Japan","Tokyo","Tokyo","Ipxo Uk Limited","61317","35.6893","139.6899"
"103.238.224.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.239.28.0","","Hong Kong","","","Quanzhou Yuntun Network Technology Co., Ltd.","136173","22.2578","114.1657"
"103.239.100.0","","Hong Kong","","","Network-Transit","64021","22.2578","114.1657"
"103.239.164.0","","Hong Kong","","","8x8, Inc.","133144","22.2578","114.1657"
"103.240.64.0","ptr103240064000.cif.com.hk","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.240.80.0","","Taiwan","","","New Century InfoComm Tech Co., Ltd.","9919","24","121"
"103.240.92.0","","Hong Kong","","","","","22.2578","114.1657"
"103.240.140.0","","Hong Kong","","","AZT","53587","22.2578","114.1657"
"103.240.148.0","","Hong Kong","","","","","22.2578","114.1657"
"103.240.196.0","","Hong Kong","","","","","22.2578","114.1657"
"103.241.16.0","","Hong Kong","","","i4HK Limited","58779","22.2578","114.1657"
"103.241.48.0","ns1648.ztomy.com","Hong Kong","","","DEEP BRIGHT LIMITED","146993","22.2578","114.1657"
"103.241.164.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.241.228.0","","Hong Kong","Central and Western District","Central","CDSC-AS1","63199","22.2908","114.1501"
"103.242.0.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"IP","Domain","Country","Region","City","ISP","ASN","Lat","Long"
"103.242.72.0","","Hong Kong","","","IPTP LTD","41095","22.2578","114.1657"
"103.242.100.0","","Hong Kong","","","","","22.2578","114.1657"
"103.242.108.0","","Hong Kong","","","AZT","53587","22.2578","114.1657"
"103.242.140.0","","Hong Kong","","","Unit A-E, 13F, Golden Sun Centre","58411","22.2578","114.1657"
"103.242.148.0","","Hong Kong","","","ED & F Man Capital Markets Hong Kong Limited","132310","22.2578","114.1657"
"103.243.0.0","","Hong Kong","Central and Western District","Central","HK Broadband Network Ltd.","10103","22.2908","114.1501"
"103.243.18.0","","Australia","New South Wales","Sydney","SYD Office","59207","-33.8715","151.2006"
"103.243.24.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.243.92.0","","Hong Kong","","","Winspeed Group International Limited","59214","22.2578","114.1657"
"103.243.128.0","","Hong Kong","","","DXTL Tseung Kwan O Service","134548","22.2578","114.1657"
"103.243.164.0","0.164.243.103.azonne.com","Hong Kong","","Man Kok","Azonne Limited","59217","22.3157","114.159"
"103.243.180.0","","Hong Kong","","","HK Kwaifong Group Limited","133115","22.2578","114.1657"
"103.244.0.0","","Hong Kong","","","Gigabit Hosting Sdn Bhd","55720","22.2578","114.1657"
"103.244.52.0","","Hong Kong","","","i4HK Limited","58779","22.2578","114.1657"
"103.244.88.0","","Hong Kong","","","","","22.2578","114.1657"
"103.244.112.0","","Singapore","","Singapore","GO-DADDY-COM-LLC","398109","1.3036","103.8554"
"103.244.148.0","","Hong Kong","","","Shenzhen Katherine Heng Technology Information Co., Ltd.","135357","22.2578","114.1657"
"103.244.156.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.245.28.0","","Hong Kong","","","QTS-SUW1-ATL1","20141","22.2578","114.1657"
"103.245.190.0","","Hong Kong","","","eBroker Systems Ltd","132549","22.2578","114.1657"
"103.245.208.0","","Malaysia","","","","","2.5","112.5"
"103.246.38.0","","Hong Kong","Central and Western District","Central","GOOGLE-CLOUD-PLATFORM","396982","22.2908","114.1501"
"103.246.77.0","","Hong Kong","","","FlatRm 1707","56302","22.2578","114.1657"
"103.246.160.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.246.176.0","","Hong Kong","","","AboveNet Communications Taiwan","17408","22.2578","114.1657"
"103.246.216.0","","Hong Kong","","","Kartina World Llp","132017","22.2578","114.1657"
"103.246.244.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"103.247.92.0","","Hong Kong","","","Hutchison Telephone Company Limited","17794","22.2578","114.1657"
"103.247.136.0","","Hong Kong","","","Fidessa Pty ltd","138331","22.2578","114.1657"
"103.247.138.0","","Hong Kong","","","Amsterdam Internet Exchange","58516","22.2578","114.1657"
"103.247.140.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.247.144.0","","Hong Kong","","","","","22.2578","114.1657"
"103.247.156.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.247.160.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.247.164.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.247.228.0","","Philippines","Metro Manila","Manila","WIT Philippines, Inc.","137996","14.6019","120.9896"
"103.248.76.0","103x248x76x0.networkwalk.com","Hong Kong","","","KVH Co.,Ltd","10021","22.2578","114.1657"
"103.248.88.0","","Hong Kong","","","TISP LIMITED","63888","22.2578","114.1657"
"103.248.136.0","","Hong Kong","","","Dimension Network & Communication Limited","59371","22.2578","114.1657"
"103.248.180.0","","Hong Kong","","","","","22.2578","114.1657"
"103.248.252.0","","Hong Kong","","","","","22.2578","114.1657"
"103.249.32.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.249.72.0","","Hong Kong","","","GATEWAY INC","132827","22.2578","114.1657"
"103.249.108.0","visit.keznews.com","Hong Kong","","","SonderCloud Limited","133199","22.2578","114.1657"
"103.250.4.0","","Malaysia","","","Defense Australia Network","132825","2.5","112.5"
"103.250.12.0","","Hong Kong","","","","","22.2578","114.1657"
"103.250.41.0","","Hong Kong","","","Reasonable Software House Limited","133054","22.2578","114.1657"
"103.250.52.0","","Hong Kong","Kowloon City","Kowloon","HKBN Enterprise Solutions HK Limited","9381","22.3163","114.1842"
"103.250.176.0","","India","Maharashtra","Mumbai","South Asia Universal Limited","134795","19.0748","72.8856"
"103.251.36.0","","Hong Kong","","","Humeng Technology International Co., Limited","136547","22.2578","114.1657"
"103.251.88.0","","Hong Kong","","","SonderCloud Limited","133199","22.2578","114.1657"
"103.251.112.0","","China","Guangxi","","Layerstack Limited","133380","22.8108","108.3165"
"103.251.198.0","","Hong Kong","","","","","22.2578","114.1657"
"103.251.236.0","","Hong Kong","","","CommuniLink Internet Limited.","38277","22.2578","114.1657"
"103.252.16.0","","Hong Kong","","","","","22.2578","114.1657"
"103.252.76.0","","Hong Kong","Sai Kung District","Sai Kung","HKBN Enterprise Solutions HK Limited","9381","22.3807","114.2742"
"103.252.132.0","","Hong Kong","","","EAGLE SKY CO LT","55303","22.2578","114.1657"
"103.252.162.0","103-252-162-0.8x8.com","Hong Kong","","","8x8, Inc.","133144","22.2578","114.1657"
"103.253.8.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.253.40.0","","Hong Kong","","","Tele Asia Limited","133398","22.2578","114.1657"
"103.253.120.0","","Hong Kong","","","EAGLE SKY CO LT","55303","22.2578","114.1657"
"103.253.140.0","","Hong Kong","","","","","22.2578","114.1657"
"103.253.236.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.253.248.0","","Hong Kong","Eastern","Quarry Bay","HKBN Enterprise Solutions HK Limited","9381","22.282","114.2175"
"103.254.108.0","visit.keznews.com","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
"103.254.116.0","","Hong Kong","Central and Western District","Central","HKBN Enterprise Solutions HK Limited","9381","22.2908","114.1501"
"103.254.148.0","","Hong Kong","","","SonderCloud Limited","133199","22.2578","114.1657"
"103.254.208.0","","Hong Kong","","","Layerstack Limited","133380","22.2578","114.1657"
"103.254.252.0","","Singapore","","Singapore","ZONE TELECOM PTE LTD","132526","1.3209","103.8331"
"103.254.254.0","","Singapore","","Singapore","ZONE TELECOM PTE LTD","132526","1.3209","103.8331"
"103.255.44.0","","Hong Kong","","","ABCDE GROUP COMPANY LIMITED","133201","22.2578","114.1657"
"103.255.127.0","","Hong Kong","","","","","22.2578","114.1657"
"103.255.176.0","","Hong Kong","","","TOPWAY GLOBAL LIMITED","132883","22.2578","114.1657"
"103.255.252.0","","Hong Kong","","","Internet Service Provider","59352","22.2578","114.1657"
"104.250.32.0","","Hong Kong","","","Kingsoft cloud corporation limited","137280","22.2578","114.1657"
"109.205.11.0","","Norway","","","Media Network Services AS","44654","59.9452","10.7559"
"109.205.11.8","","Norway","","","Media Network Services AS","44654","59.9452","10.7559"
"109.205.11.16","","Norway","","","Media Network Services AS","44654","59.9452","10.7559"
"109.206.244.0","","Hong Kong","","","Cloudie Limited","55933","22.2578","114.1657"
"110.4.0.0","110-4-0-000.static.pccw-hkt.com","Hong Kong","","","HKCSL GPRS NETWORK","38819","22.2578","114.1657"
"110.76.188.0","","Hong Kong","","","E-Tech Media Company Data Centre","135398","22.2578","114.1657"
"110.79.0.0","","Hong Kong","","","NTT Com Asia Limited","9293","22.2578","114.1657"
"110.92.64.0","","Hong Kong","","","HK Kwaifong Group Limited","133115","22.2578","114.1657"
"110.92.76.0","","Hong Kong","","","","","22.2578","114.1657"
"110.173.48.0","","Hong Kong","","","Netsec Limited","45753","22.2578","114.1657"
"110.235.0.0","","Hong Kong","Sha Tin","Shatin","Hong Kong Broadband Network Ltd.","9269","22.3829","114.1779"
"111.68.0.0","","Hong Kong","","","Netsec Limited","45753","22.2578","114.1657"
"111.91.236.0","","Hong Kong","","","Global Gateway, Tsuen Wan, New Territories, Hong Kong","131188","22.2578","114.1657"
"111.92.184.0","","United States","Colorado","Boulder","HENGTONG-IDC-LLC","26658","40.0142","-105.2853"
"111.92.224.0","","Hong Kong","","","","","22.2578","114.1657"
"111.223.244.0","visit.keznews.com","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
"111.235.152.0","","Hong Kong","","","IDT TELECOM","38580","22.2578","114.1657"
"112.118.0.0","","Hong Kong","Central and Western District","Central","HKT Limited","4760","22.2908","114.1501"
"112.120.0.0","","Hong Kong","Central and Western District","Central","HKT Limited","4760","22.2908","114.1501"
"112.121.160.0","","Hong Kong","","","Netsec Limited","45753","22.2578","114.1657"
"112.137.16.0","","Hong Kong","","","","","22.2578","114.1657"
"112.213.64.0","","Hong Kong","","","HKCOLO ltd. Internet Service Provider","23749","22.2578","114.1657"
"112.213.96.0","","Hong Kong","","","Sun Network Hong Kong Limited - HongKong Backbone","38197","22.2578","114.1657"
